id,FIPS,x,y,POP10
1579,42063.0,1398521.2271217203,301124.5067999819,2021.0
1580,42063.0,1398521.2271217203,291124.5067999823,1420.0
1581,42129.0,1398521.227121721,281124.50679998414,3331.0
1582,42129.0,1398521.2271217208,271124.50679998315,25368.0
1583,42129.0,1398521.2271217203,261124.50679998216,2952.0
1584,42129.0,1398521.2271217206,251124.50679997978,3388.0
1585,42051.0,1398521.227121721,241124.5067999816,3251.0
1586,42051.0,1398521.2271217206,231124.50679998062,1339.0
1587,42051.0,1398521.2271217208,221124.50679997966,493.0
1588,42051.0,1398521.227121721,211124.50679998007,2076.0
1651,,1407181.4811595648,636124.5067999873,0.0
1653,36063.0,1407181.481159564,616124.5067999867,1609.0
1654,36063.0,1407181.4811595639,606124.5067999872,2626.0
1655,36063.0,1407181.481159564,596124.5067999904,3369.0
1656,36029.0,1407181.481159564,586124.5067999895,2861.0
1657,36029.0,1407181.4811595634,576124.5067999884,11585.0
1658,36029.0,1407181.481159564,566124.5067999875,19626.0
1659,36029.0,1407181.481159564,556124.5067999894,14933.0
1660,36029.0,1407181.4811595648,546124.5067999855,8759.0
1661,36029.0,1407181.4811595646,536124.5067999859,4439.0
1662,36029.0,1407181.4811595643,526124.5067999878,5262.0
1663,36009.0,1407181.481159564,516124.5067999868,956.0
1664,36009.0,1407181.481159564,506124.5067999872,1068.0
1665,36009.0,1407181.4811595648,496124.50679998624,1854.0
1666,36009.0,1407181.4811595653,486124.50679998385,1421.0
1667,36009.0,1407181.4811595643,476124.5067999871,70.0
1668,36009.0,1407181.481159565,466124.5067999847,83.0
1669,42083.0,1407181.4811595646,456124.50679998513,88.0
1670,42083.0,1407181.4811595648,446124.506799987,24.0
1671,42083.0,1407181.4811595648,436124.506799986,446.0
1672,42083.0,1407181.4811595655,426124.50679998356,71.0
1673,42047.0,1407181.4811595643,416124.5067999854,79.0
1674,42053.0,1407181.481159564,406124.5067999859,22.0
1675,42047.0,1407181.4811595653,396124.5067999863,78.0
1676,42065.0,1407181.4811595648,386124.50679998245,186.0
1677,42065.0,1407181.4811595648,376124.5067999843,794.0
1678,42065.0,1407181.4811595648,366124.5067999833,5834.0
1679,42065.0,1407181.4811595646,356124.5067999852,1049.0
1680,42065.0,1407181.4811595653,346124.5067999842,998.0
1681,42063.0,1407181.4811595653,336124.5067999818,1908.0
1682,42063.0,1407181.481159565,326124.5067999836,2431.0
1683,42063.0,1407181.481159566,316124.50679998123,3666.0
